"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.1484,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.6174,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-02",100.975,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.3083,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.5751,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.7306,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.8189,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.8166,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.8007,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.644,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.5678,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-11",101.5317,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-12",101.6678,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.9587,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-02",102.2297,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-03",102.4198,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-04",102.413,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-05",102.2822,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-06",102.4244,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-07",102.5159,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-08",102.4939,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-09",102.4147,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-10",102.3984,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-11",102.4528,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-12",102.6431,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-01",102.6539,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-02",102.4681,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-03",102.2536,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-04",102.0382,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-05",101.7964,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-06",101.3834,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.8284,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.824,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.1862,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.3435,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.2532,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.167,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.0573,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.9583,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.9228,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.8913,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.8038,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.6317,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.5671,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.5054,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-09",100.493,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-10",100.5333,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-11",100.5483,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.568,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.6389,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.7534,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.8549,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.9028,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.0263,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.0677,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.1489,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.0677,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.881,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.6793,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.4158,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.1078,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-01",99.81962,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-02",99.68895,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.67884,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.83591,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.0706,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.1533,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.1953,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.0038,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.9601,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.0608,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.3706,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.7171,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.8409,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.4836,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.41743,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.87907,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.12472,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-06",97.26326,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-07",97.755,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-08",97.96312,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-09",97.78625,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-10",97.45039,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-11",97.35356,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2020-12",97.76287,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.3491,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.41284,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-03",100.7106,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-04",101.7324,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-05",102.5127,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-06",102.8634,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-07",102.8082,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-08",102.2949,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-09",101.4431,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.7373,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-11",100.4099,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.93284,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-01",98.92029,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-02",97.41386,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-03",95.87303,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-04",94.57345,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-05",93.80614,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-06",93.38838,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-07",93.04768,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-08",92.52014,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-09",92.08274,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-10",92.18658,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-11",92.61658,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2022-12",93.02642,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-01",93.46691,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-02",94.29546,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-03",95.2246,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-04",96.28214,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-05",97.13757,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-06",97.57776,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-07",97.54587,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2023-08",97.72335,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1989-01",100.3072,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1989-02",100.0661,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1989-03",99.82221,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1989-04",99.6213,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1989-05",99.49158,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1989-06",99.48798,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1989-07",99.66524,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1989-08",99.92493,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1989-09",100.1514,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1989-10",100.2653,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1989-11",100.3104,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1989-12",100.3395,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1990-01",100.3695,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1990-02",100.3524,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1990-03",100.1972,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1990-04",99.83922,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1990-05",99.44803,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1990-06",99.26283,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1990-07",99.46179,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1990-08",99.82525,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.0587,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1990-10",99.95157,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1990-11",99.66541,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1990-12",99.42379,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1991-01",99.38068,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1991-02",99.4444,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1991-03",99.47739,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1991-04",99.38912,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1991-05",99.25965,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1991-06",99.21914,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.36848,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.61098,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.81628,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.891,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.88677,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.87327,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.89019,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1992-02",99.90863,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.86632,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.70139,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1992-05",99.44691,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1992-06",99.1348,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1992-07",98.78921,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1992-08",98.47771,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1992-09",98.2914,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1992-10",98.29097,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1992-11",98.32759,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1992-12",98.19999,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1993-01",97.77437,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1993-02",97.26871,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1993-03",96.99965,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1993-04",97.20956,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1993-05",97.65687,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1993-06",98.0327,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1993-07",98.13993,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1993-08",98.14388,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1993-09",98.3084,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1993-10",98.83537,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.54352,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1993-12",100.1768,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1994-01",100.5314,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.6578,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.6106,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.4268,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.2766,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.3872,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.9312,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1994-08",101.6552,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1994-09",102.2237,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1994-10",102.3817,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1994-11",102.2746,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1994-12",102.0807,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-01",101.9097,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-02",101.7879,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-03",101.7248,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-04",101.7301,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-05",101.773,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-06",101.8284,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-07",101.887,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-08",101.9515,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-09",102.0303,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-10",102.1253,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-11",102.2055,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1995-12",102.2161,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-01",102.1031,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-02",101.9065,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-03",101.6652,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-04",101.4041,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-05",101.1671,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-06",101.0167,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-07",101.0105,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-08",101.0903,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-09",101.1927,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.2739,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.3114,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.2751,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.1422,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-02",100.9854,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-03",100.8975,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-04",100.9386,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-05",101.0159,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-06",100.9989,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-07",100.7985,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-08",100.5411,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-09",100.4031,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-10",100.5032,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-11",100.6748,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1997-12",100.679,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-01",100.3466,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-02",99.88691,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-03",99.59372,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-04",99.67852,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-05",99.93729,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-06",100.0833,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-07",99.90586,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-08",99.54232,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-09",99.18525,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-10",98.97636,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-11",98.89368,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1998-12",98.9082,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-01",99.0144,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-02",99.16352,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-03",99.31396,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-04",99.43877,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-05",99.53185,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-06",99.58752,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-07",99.61186,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-08",99.67146,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-09",99.86907,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-10",100.284,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-11",100.7745,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","1999-12",101.137,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-01",101.1902,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-02",100.9864,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-03",100.5498,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-04",99.87114,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-05",99.13566,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-06",98.56654,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-07",98.32507,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-08",98.2445,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-09",98.12367,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-10",97.85987,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-11",97.62178,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2000-12",97.69573,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-01",98.30608,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-02",99.12366,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-03",99.69951,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-04",99.69142,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-05",99.33212,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-06",98.91534,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-07",98.63309,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-08",98.47036,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-09",98.38297,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-10",98.3559,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-11",98.38628,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2001-12",98.51044,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-01",98.77357,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-02",99.10548,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-03",99.42298,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-04",99.66338,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-05",99.83244,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-06",99.92049,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-07",99.8901,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-08",99.74459,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.45404,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-10",98.99632,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-11",98.54332,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2002-12",98.34433,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-01",98.60489,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.11144,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.59727,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.86241,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-05",99.91425,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-06",99.75457,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-07",99.37998,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-08",98.99375,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-09",98.85836,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-10",99.15969,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-11",99.62038,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2003-12",99.87717,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-01",99.69879,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-02",99.40794,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-03",99.48531,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.2863,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-05",101.3892,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-06",102.2042,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-07",102.2791,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-08",101.895,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-09",101.4161,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-10",101.1002,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-11",101.0033,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2004-12",101.1907,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-01",101.7297,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-02",102.3981,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-03",102.9278,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-04",103.1198,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-05",103.0972,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-06",103.0091,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-07",102.9487,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-08",102.937,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-09",102.9833,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-10",103.0965,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-11",103.2395,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2005-12",103.3719,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-01",103.4641,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-02",103.5213,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-03",103.5437,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-04",103.521,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-05",103.4631,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-06",103.3696,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-07",103.236,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-08",103.0951,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-09",102.9938,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-10",102.9775,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-11",103.0346,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2006-12",103.1651,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-01",103.376,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-02",103.6023,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-03",103.7579,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-04",103.7696,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-05",103.6831,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-06",103.5466,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-07",103.3928,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-08",103.2713,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-09",103.2457,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-10",103.3583,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-11",103.4992,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2007-12",103.5025,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-01",103.2145,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-02",102.6987,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-03",102.0023,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-04",101.1495,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-05",100.3163,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.74305,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.62833,
